,Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
200,04/10/2023 06:12 pm,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-04-10-004870,,TURNED OVER TO
201,04/10/2023 05:42 pm,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004869,,TURNED OVER TO HOUSING
202,04/10/2023 05:33 pm,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-10-004868,,COMPLETED- NO REPORT
203,04/10/2023 04:14 pm,,K-1 Parking Lot,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-10-004866,,UNFOUNDED
204,04/10/2023 03:44 pm,,Poly Canyon Village,PROPERTY - Found Property report,23-04-10-004861,,TURNED OVER TO OWNER
205,04/10/2023 02:57 pm,,Pcv Huasna,ALARM - Fire Alarm,23-04-10-004859,,TURNED OVER TO FACILITY SVS
206,04/10/2023 01:46 pm,,Fremont Hall,ALARM - Fire Alarm,23-04-10-004857,,TURNED OVER TO HOUSING
207,04/10/2023 12:27 pm,,Pcv Estrella,CITIZEN ASSIST - Citizen Contact,23-04-10-004856,,SUBJECT(S) ADVISED/WARNED
208,04/10/2023 12:11 pm,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004855,,False/Cooking related
209,04/10/2023 10:27 am,,William & Linda Frost Center For Research & Innovation,ALARM - Elevator Emergency/Alarm,23-04-10-004850,,UNFOUNDED
210,04/10/2023 10:01 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-04-10-004849,,IN SERVICE
211,04/10/2023 09:59 am,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-10-004848,,CALLED PRIOR
212,04/10/2023 09:48 am,,Ytt Parking Structure,PARKING - Dispenser Malfunction,23-04-10-004847,,COMPLETED- NO REPORT
213,04/10/2023 09:45 am,,Cafes Advising Center,BURGLARY - Burglary report,23-04-10-004846,,GENERAL INCIDENT/DOCUMENTATION
214,04/10/2023 09:24 am,,Walter F. Dexter Building,PROPERTY - Found Property report,23-04-10-004845,,TURNED OVER TO OWNER
215,04/10/2023 09:11 am,,Crops Unit Area,CITIZEN ASSIST - Keep the Peace,23-04-10-004844,,COMPLETED- NO REPORT
216,04/10/2023 09:05 am,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-04-10-004843,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
217,04/10/2023 08:53 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-10-004842,230444,REPORT TAKEN
218,04/10/2023 08:49 am,04/10/2023 08:49 am - 04/10/2023 09:26 am,Muir Hall,LARCENY-THEFT - Theft Report,,230445,
219,04/10/2023 08:49 am,,Muir Hall,LARCENY-THEFT - Theft Report,23-04-10-004841,230445,REPORT TAKEN
220,04/10/2023 07:52 am,,C-3 Parking Lot,PARKING - Parking Violation,23-04-10-004837,,TURNED OVER TO
221,04/10/2023 07:45 am,04/09/2023 04:00 pm - 04/10/2023 07:45 am,K-2 Parking Lot,VANDALISM - Vandalism - Less Than $400,,230442,
222,04/10/2023 07:45 am,,K-2 Parking Lot,VANDALISM - Malicious Mischief report,23-04-10-004836,230442,REPORT TAKEN
223,04/10/2023 07:15 am,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004835,,TURNED OVER TO HOUSING
224,04/10/2023 07:11 am,,Pcv Huasna,ALARM - Fire Alarm,23-04-10-004834,,TURNED OVER TO HOUSING
225,04/10/2023 01:06 am,,Mathematics And Science,ALARM - Burglary Alarm,23-04-10-004827,,False/Custodial
226,04/10/2023 12:59 am,,Cal Poly Police Department,PROPERTY - Found Property report,23-04-10-004826,,TURNED OVER TO OWNER
227,04/10/2023 12:24 am,,Lassen Hall,ALARM - Fire Alarm,23-04-10-004824,,False/Cooking related
228,04/10/2023 12:02 am,,Dairy Science Unit,PATROL ACTIVITY - Patrol Check,23-04-10-004823,,COMPLETED- NO REPORT
229,04/09/2023 11:41 pm,04/08/2023 01:00 am - 04/09/2023 11:30 pm,Yak?ityutyu - G,VANDALISM - Vandalism - Less Than $400,,230441,Closed
230,04/09/2023 11:41 pm,,Yak?ityutyu - G,VANDALISM - Malicious Mischief report,23-04-09-004822,230441,REPORT TAKEN
231,04/09/2023 11:10 pm,,Children's Center (asi),PATROL ACTIVITY - Patrol Check,23-04-09-004821,,COMPLETED- NO REPORT
232,04/09/2023 10:42 pm,,Health & Wellbeing Center,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-09-004817,,GONE ON ARRIVAL/UNABLE TO LOCATE
233,04/09/2023 10:31 pm,,Yosemite Hall,PATROL ACTIVITY - Patrol Check,23-04-09-004816,,COMPLETED- NO REPORT
234,04/09/2023 10:08 pm,,A-1 Parking Lot,VEHICLE - Vehicle Stop,23-04-09-004815,,DRIVER WARNED/ADVISED
235,04/09/2023 09:36 pm,,Pcv Huasna,ALARM - Fire Alarm,23-04-09-004814,,False/Cooking related
236,04/09/2023 09:26 pm,04/09/2023 09:26 pm - 04/09/2023 09:53 pm,Pump House 1,VANDALISM - VANDALISM ($400 OR MORE),,230440,Closed
237,04/09/2023 09:26 pm,,Pump House 1,VANDALISM - Malicious Mischief report,23-04-09-004813,230440,REPORT TAKEN
238,04/09/2023 09:11 pm,,Pcv Gypsum,ALARM - Fire Alarm,23-04-09-004812,,False/Cooking related
239,04/09/2023 08:59 pm,04/09/2023 08:59 pm - 04/09/2023 09:22 pm,H4-a Parking Lot,CITIZEN ASSIST - Check The Welfare,,230439,Closed
240,04/09/2023 08:59 pm,,H4-a Parking Lot,CITIZEN ASSIST - Check The Welfare,23-04-09-004811,230439,REPORT TAKEN
241,04/09/2023 08:03 pm,,Pcv Inyo,ALARM - Fire Alarm,23-04-09-004809,,False/Cooking related
242,04/09/2023 07:41 pm,,Cerro Vista Circle,PARKING - Parking Violation,23-04-09-004808,,COMPLETED- NO REPORT
243,04/09/2023 07:27 pm,,California Boulevard,CITIZEN ASSIST - Escort,23-04-09-004807,,COMPLETED- NO REPORT
244,04/09/2023 05:40 pm,,Yak?ityutyu - F,CITIZEN ASSIST - Public Assist (specify),23-04-09-004805,,COMPLETED- NO REPORT
245,04/09/2023 05:34 pm,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-04-09-004804,,IN SERVICE
246,04/09/2023 04:23 pm,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-04-09-004803,,False/Human Error
247,04/09/2023 04:19 pm,,Cerro Vista Housing Area,PARKING - Parking Violation,23-04-09-004802,,CLEARED BY CITATION
248,04/09/2023 02:04 pm,04/08/2023 04:00 pm - 04/09/2023 12:00 pm,Yak?ityutyu - G,VANDALISM - VANDALISM ($400 OR MORE),,230438,Closed
249,04/09/2023 02:04 pm,,Yak?ityutyu - G,VANDALISM - Malicious Mischief report,23-04-09-004800,230438,REPORT TAKEN
250,04/09/2023 10:42 am,,Yak?ityutyu - H,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-09-004798,,UNFOUNDED
251,04/09/2023 10:38 am,,Yak?ityutyu - A,ALARM - Fire Alarm,23-04-09-004797,,False/Cooking related
252,04/09/2023 09:49 am,,California Boulevard,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-09-004796,230437,REPORT TAKEN
253,04/09/2023 02:15 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-09-004793,,GONE ON ARRIVAL/UNABLE TO LOCATE
254,04/09/2023 01:37 am,04/08/2023 11:00 am - 04/09/2023 12:00 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230436,Closed
255,04/09/2023 01:37 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-09-004791,230436,REPORT TAKEN
256,04/09/2023 12:42 am,,Off Campus - 1621 Mccollum,CITIZEN ASSIST - Citizen Contact,23-04-09-004790,,SUBJECT(S) ADVISED/WARNED
257,04/09/2023 12:19 am,04/07/2023 11:00 pm - 04/08/2023 10:44 pm,Pcv Estrella,VANDALISM - VANDALISM ($400 OR MORE),,230435,Closed
258,04/09/2023 12:19 am,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-04-09-004789,230435,REPORT TAKEN
259,04/08/2023 11:59 pm,,Red Brick Dorms,PATROL ACTIVITY - Foot Patrol,23-04-08-004788,,COMPLETED- NO REPORT
260,04/08/2023 11:51 pm,,Village Drive,PARKING - Parking Violation,23-04-08-004787,,CLEARED BY CITATION
261,04/08/2023 11:45 pm,,North Perimeter Road,VEHICLE - Vehicle Stop,23-04-08-004786,,DRIVER WARNED/ADVISED
262,04/08/2023 11:23 pm,,North Mountain Dorms,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004785,,GONE ON ARRIVAL/UNABLE TO LOCATE
263,04/08/2023 10:56 pm,,Mountain Lane,VEHICLE - Vehicle Stop,23-04-08-004784,,DRIVER WARNED/ADVISED
264,04/08/2023 10:47 pm,,Klamath Road,VEHICLE - Vehicle Stop,23-04-08-004783,,DRIVER WARNED/ADVISED
265,04/08/2023 10:21 pm,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-04-08-004782,,COMPLETED- NO REPORT
266,04/08/2023 10:13 pm,,Off Campus - Stafford Lane Apartments ,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004781,,TURNED OVER TO SLPD
267,04/08/2023 10:08 pm,,Yak?ityutyu - A,ALARM - Fire Alarm,23-04-08-004780,,False/Cooking related
268,04/08/2023 08:08 pm,,Grand Avenue Parking Structure,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-08-004776,,COMPLETED- NO REPORT
269,04/08/2023 07:35 pm,,Cerro Vista  Cabrillo,ALARM - Elevator Emergency/Alarm,23-04-08-004775,,COMPLETED- NO REPORT
270,04/08/2023 06:39 pm,,Pcv Aliso,ALARM - Fire Alarm,23-04-08-004774,,TURNED OVER TO FACILITY SVS
271,04/08/2023 06:34 pm,,North Perimeter Road,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004773,,COMPLETED- NO REPORT
272,04/08/2023 06:17 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-04-08-004772,,False/Cooking related
273,04/08/2023 01:44 pm,,Baseball Stadium,DOCUMENTATION - General Incident,23-04-08-004769,,COMPLETED- NO REPORT
274,04/08/2023 11:46 am,,Recreation Center,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-08-004768,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
275,04/08/2023 11:09 am,04/08/2023 11:09 am - 04/08/2023 11:24 am,Lower Soccer Field/sports Complex,MEDICAL - Medical Aid,,230434,Closed
276,04/08/2023 11:09 am,,Lower Soccer Field/sports Complex,MEDICAL - Medical Aid,23-04-08-004767,230434,REPORT TAKEN
277,04/08/2023 09:45 am,,Muir Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004765,,COMPLETED- NO REPORT
278,04/08/2023 09:32 am,,English,CITIZEN ASSIST - Public Assist (specify),23-04-08-004762,,COMPLETED- NO REPORT
279,04/08/2023 02:56 am,04/07/2023 11:00 pm - 04/08/2023 01:26 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230433,Closed
280,04/08/2023 02:56 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-08-004760,230433,REPORT TAKEN
281,04/08/2023 02:46 am,,Village Drive Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004759,,COMPLETED- NO REPORT
282,04/08/2023 01:49 am,,Advanced Technology Lab,ALARM - Burglary Alarm,23-04-08-004758,,COMPLETED- NO REPORT
283,04/08/2023 01:32 am,04/08/2023 01:32 am - 04/08/2023 01:50 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230432,Closed
284,04/08/2023 01:32 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-08-004757,230432,REPORT TAKEN
285,04/08/2023 01:15 am,,Village Drive,VEHICLE - Vehicle Stop,23-04-08-004756,,CLEARED BY CITATION
286,04/08/2023 12:17 am,,Muir Hall,DISTURBANCE - Disturbance (specify) In Progress,23-04-08-004755,,COMPLETED- NO REPORT
287,04/07/2023 11:50 pm,,Julian A. Mcphee University Union,CITIZEN ASSIST - Public Assist (specify),23-04-07-004754,,CALLED PRIOR
288,04/07/2023 11:34 pm,,Cerro Vista  Morro,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-07-004753,,COMPLETED- NO REPORT
289,04/07/2023 10:43 pm,,H. P. Davidson Music Center,CITIZEN ASSIST - Public Assist (specify),23-04-07-004752,,TURNED OVER TO ENGINEERING SVS
290,04/07/2023 10:35 pm,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-04-07-004751,,GONE ON ARRIVAL/UNABLE TO LOCATE
291,04/07/2023 09:51 pm,04/07/2023 09:51 pm - 04/07/2023 11:21 pm,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,,230431,Closed
292,04/07/2023 09:51 pm,,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,23-04-07-004750,230431,REPORT TAKEN
293,04/07/2023 09:00 pm,,Santa Lucia Hall,ALARM - Fire Alarm,23-04-07-004749,,False/Mechanical
294,04/07/2023 08:47 pm,,Red Brick Dorms,PATROL ACTIVITY - Patrol Check,23-04-07-004748,,COMPLETED- NO REPORT
295,04/07/2023 07:53 pm,,Baseball Stadium,PATROL ACTIVITY - Patrol Check,23-04-07-004746,,COMPLETED- NO REPORT
296,04/07/2023 04:31 pm,,Health & Wellbeing Center,SEX OFFENSE - Sex Offense Report,23-04-07-004742,230458,REPORT TAKEN
297,04/07/2023 01:20 pm,04/07/2023 12:30 am - 04/07/2023 01:20 pm,Cerro Vista  Cabrillo,CITIZEN ASSIST - Check The Welfare,,230430,Closed
298,04/07/2023 01:15 pm,,Cerro Vista  Cabrillo,CITIZEN ASSIST - Check The Welfare,23-04-07-004741,230430,REPORT TAKEN
299,04/07/2023 01:12 pm,,Pcv Estrella,ALARM - Fire Alarm,23-04-07-004740,,False/Cooking related
300,04/07/2023 12:12 pm,,Cal Poly Pier,ALARM - Equipment Alarm,23-04-07-004736,,TURNED OVER TO FACILITY SVS
301,04/07/2023 11:50 am,10/01/2022 12:01 am - 04/07/2023 11:50 am,Unknown On-campus,DOCUMENTATION - OSRR Referral,,230429,Closed
302,04/07/2023 11:50 am,,Unknown On-campus,THREATS REPORT - Threats Report,23-04-07-004735,230429,GENERAL INCIDENT/DOCUMENTATION
303,04/07/2023 09:37 am,,Fremont Hall,ALARM - Fire Alarm,23-04-07-004733,,TURNED OVER TO FACILITY SVS
304,04/07/2023 08:48 am,,Grand Avenue,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-07-004730,,GONE ON ARRIVAL/UNABLE TO LOCATE
305,04/07/2023 12:17 am,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-04-07-004724,,COMPLETED- NO REPORT
306,04/07/2023 12:01 am,,Yak?ityutyu - E,VANDALISM - Malicious Mischief report,23-04-07-004723,,UNFOUNDED
307,04/06/2023 11:57 pm,,Pcv Inyo,VANDALISM - Malicious Mischief in progress,23-04-06-004722,,COMPLETED- NO REPORT
308,04/06/2023 11:09 pm,,Yak?ityutyu - B,NARCOTICS - Narcotics Code Violation in progress,23-04-06-004721,,GONE ON ARRIVAL/UNABLE TO LOCATE
309,04/06/2023 11:04 pm,,Education Building,ALARM - Burglary Alarm,23-04-06-004720,,False/Custodial
310,04/06/2023 10:56 pm,,Yak?ityutyu - D,ALARM - Fire Alarm,23-04-06-004719,,False/Human Error
311,04/06/2023 10:54 pm,04/06/2023 10:54 pm - 04/06/2023 11:03 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230427,Closed
312,04/06/2023 10:54 pm,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-06-004716,230427,REPORT TAKEN
313,04/06/2023 10:53 pm,,Yosemite Tower 6,VANDALISM - Malicious Mischief report,23-04-06-004717,,UNFOUNDED
314,04/06/2023 10:30 pm,04/06/2023 10:30 pm - 04/06/2023 11:12 pm,California Boulevard,DOCUMENTATION - General Incident,,230428,Closed
315,04/06/2023 10:30 pm,,California Boulevard,CITIZEN ASSIST - Citizen Contact,23-04-06-004715,230428,CLEARED BY CITATION
316,04/06/2023 09:50 pm,,Canyon Circle,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-06-004713,,UNFOUNDED
317,04/06/2023 09:09 pm,,Pcv Aliso,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-06-004711,,GONE ON ARRIVAL/UNABLE TO LOCATE
318,04/06/2023 09:00 pm,,Highland Drive,VEHICLE - Vehicle Stop,23-04-06-004710,,IN SERVICE
319,04/06/2023 08:53 pm,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-04-06-004709,,COMPLETED- NO REPORT
320,04/06/2023 08:47 pm,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-06-004708,,COMPLETED- NO REPORT
321,04/06/2023 07:21 pm,,Shasta Hall Area,CITIZEN ASSIST - Check The Welfare,23-04-06-004707,,COMPLETED- NO REPORT
322,04/06/2023 06:57 pm,,Pcv Inyo,ALARM - Fire Alarm,23-04-06-004702,,False/Steam
323,04/06/2023 06:17 pm,,Canyon Circle Parking Structure,VEHICLE - Vehicle Stop,23-04-06-004701,,IN SERVICE
324,04/06/2023 04:54 pm,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-06-004700,,COMPLETED- NO REPORT
325,04/06/2023 04:51 pm,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-04-06-004699,,COMPLETED- NO REPORT
326,04/06/2023 03:34 pm,04/06/2023 03:34 pm - 04/06/2023 03:35 pm,Cal Poly Police Department,LARCENY-THEFT - Theft Report,,230426,
327,04/06/2023 03:34 pm,,Cal Poly Police Department,LARCENY-THEFT - Theft Report,23-04-06-004694,230426,REPORT TAKEN
328,04/06/2023 03:26 pm,,K-1 Parking Lot,FOLLOWUP - Followup,23-04-06-004691,,COMPLETED- NO REPORT
329,04/06/2023 03:25 pm,,Off Campus - 1039 Connie,ASSAULT - Child Abuse report,23-04-06-004692,,TURNED OVER TO
330,04/06/2023 02:18 pm,,Grand Avenue,TRAFFIC - Traffic Hazard,23-04-06-004690,,IN SERVICE
331,04/06/2023 02:13 pm,,Off Campus - 8591 Mac Alpine,ASSAULT - Child Abuse report,23-04-06-004689,,IN SERVICE
332,04/06/2023 01:42 pm,,Orfalea Business Building,CITIZEN ASSIST - Keep the Peace,23-04-06-004686,,IN SERVICE
333,04/06/2023 12:39 pm,04/06/2023 12:39 pm - 04/06/2023 01:21 pm,Off Campus - Budget Inn On Olive,ASSIST - Assist Other Agency,,230425,Closed
334,04/06/2023 12:39 pm,,Off Campus - Budget Inn On Olive,FOLLOWUP - Followup,23-04-06-004684,230425,REPORT TAKEN
335,04/06/2023 12:22 pm,,Kennedy Library,TRAFFIC - Traffic or Vehicle Code Violation,23-04-06-004682,,IN SERVICE
336,04/06/2023 11:14 am,,,PROPERTY - Lost Property,23-04-06-004676,230424,IN SERVICE
337,04/06/2023 09:59 am,,Ytt Parking Structure,PARKING - Parking Violation,23-04-06-004675,,IN SERVICE
338,04/06/2023 09:49 am,,Trinity Hall,ALARM - Fire Alarm,23-04-06-004674,,False/Mechanical
339,04/06/2023 09:31 am,04/06/2023 09:31 am - 04/06/2023 09:45 am,Recreation Center Area,DOCUMENTATION - Bike Impound,,230422,
340,04/06/2023 09:31 am,,Recreation Center Area,DOCUMENTATION - Bike Impound,23-04-06-004672,230422,REPORT TAKEN
341,04/06/2023 09:20 am,,Poly Canyon Village,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-06-004671,,COMPLETED- NO REPORT
342,04/06/2023 09:16 am,,Cal Poly Pier,ALARM - Equipment Alarm,23-04-06-004670,,CALLED PRIOR
343,04/06/2023 08:56 am,04/05/2023 06:00 pm - 04/06/2023 05:00 am,Yosemite Hall,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230423,Closed
344,04/06/2023 08:56 am,,Yosemite Hall,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-04-06-004668,230423,REPORT TAKEN
345,04/06/2023 03:27 am,,Yak?ityutyu - C,MEDICAL - Medical Aid,23-04-06-004657,,COMPLETED- NO REPORT
346,04/06/2023 03:20 am,,Pcv Estrella,LARCENY-THEFT - Theft Report,23-04-06-004656,,COMPLETED- NO REPORT
347,04/06/2023 12:49 am,,Pcv Inyo,ALARM - Fire Alarm,23-04-06-004655,,False/Vape
348,04/06/2023 12:39 am,,Administration,ALARM - Burglary Alarm,23-04-06-004654,,CALLED PRIOR
349,04/06/2023 12:14 am,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-06-004653,,COMPLETED- NO REPORT
350,04/06/2023 12:06 am,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-06-004652,,TURNED OVER TO FACILITY SVS
351,04/05/2023 11:55 pm,,Ytt Parking Structure,ALARM - Elevator Emergency/Alarm,23-04-05-004651,,COMPLETED- NO REPORT
352,04/05/2023 11:34 pm,,William & Linda Frost Center For Research & Innovation,PATROL ACTIVITY - Vehicle Check,23-04-05-004650,,IN SERVICE
353,04/05/2023 09:49 pm,,Pcv Huasna,ALARM - Fire Alarm,23-04-05-004647,,False/Cooking related
354,04/05/2023 09:27 pm,04/05/2023 09:27 pm - 04/05/2023 09:56 pm,Yosemite Hall Area,NARCOTICS - HS11357(B)(2)-M-P64-Possess More Than 28.5g Mariju,,230420,Arrest
355,04/05/2023 09:27 pm,,Yosemite Hall Area,PATROL ACTIVITY - Foot Patrol,23-04-05-004645,230420,REPORT TAKEN
356,04/05/2023 09:09 pm,,Yosemite Tower 5,PATROL ACTIVITY - Patrol Check,23-04-05-004643,,GONE ON ARRIVAL/UNABLE TO LOCATE
357,04/05/2023 08:54 pm,,Erhart Agricultural Scien,CITIZEN ASSIST - Escort,23-04-05-004642,,
358,04/05/2023 07:57 pm,,H-1 Parking Lot,PATROL ACTIVITY,23-04-05-004640,,IN SERVICE
359,04/05/2023 07:41 pm,,Frank E Pilling Computer Science,CITIZEN ASSIST - Escort,23-04-05-004639,,COMPLETED- NO REPORT
360,04/05/2023 07:26 pm,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-04-05-004637,,IN SERVICE
361,04/05/2023 07:13 pm,04/05/2023 08:30 pm - 04/05/2023 08:40 pm,Pcv Aliso,DOCUMENTATION - General Incident,,230419,Closed
362,04/05/2023 07:13 pm,,Pcv Aliso,STALKING - Stalking,23-04-05-004634,230419,REPORT TAKEN
363,04/05/2023 06:16 pm,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-04-05-004632,,False/Mechanical
364,04/05/2023 05:15 pm,,Ytt Parking Structure,PARKING - Parking Violation,23-04-05-004630,,CLEARED BY CITATION
365,04/05/2023 04:41 pm,,Frank E Pilling Computer Science,FIRE - Fire,23-04-05-004628,,UNFOUNDED
366,04/05/2023 04:16 pm,,Grand Avenue,PATROL ACTIVITY - Patrol Check,23-04-05-004622,,GONE ON ARRIVAL/UNABLE TO LOCATE
367,04/05/2023 03:21 pm,03/16/2023 12:00 am - 04/04/2023 02:16 pm,Walter F. Dexter Building,BURGLARY - BURGLARY,,230449,Closed
368,04/05/2023 03:21 pm,,Walter F. Dexter Building,LARCENY-THEFT - Theft Report,23-04-05-004617,230449,COMPLETED- NO REPORT
369,04/05/2023 02:23 pm,,Cal Poly Pier,ALARM - Fire Alarm,23-04-05-004614,,CALLED PRIOR
370,04/05/2023 02:16 pm,,North Perimeter Road,CITIZEN ASSIST - Citizen Contact,23-04-05-004613,,CLEARED BY CITATION
371,04/05/2023 01:34 pm,,Center For Science,ALARM - Elevator Emergency/Alarm,23-04-05-004610,,UNFOUNDED
372,04/05/2023 12:38 pm,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-04-05-004608,,TURNED OVER TO TAPS
373,04/05/2023 12:23 pm,,Frank E Pilling Computer Science,CITIZEN ASSIST - Public Assist (specify),23-04-05-004607,,TURNED OVER TO TAPS
374,04/05/2023 12:03 pm,,Agricultural Engineering,CRIMINAL - Skateboarding/Rollerblade on campus,23-04-05-004606,,IN SERVICE
375,04/05/2023 11:59 am,,Ytt Parking Structure,PARKING - Parking Violation,23-04-05-004605,,CLEARED BY CITATION
376,04/05/2023 11:47 am,,Canyon Circle,PROPERTY - Lost Property,23-04-05-004603,,TURNED OVER TO TAPS
377,04/05/2023 11:08 am,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-04-05-004601,,COMPLETED- NO REPORT
378,04/05/2023 10:43 am,,Pcv Buena Vista,ALARM - Elevator Emergency/Alarm,23-04-05-004599,,CANCELLED
379,04/05/2023 10:29 am,,Yak?ityutyu - D,ALARM - Fire Alarm,23-04-05-004597,,False/Cooking related
380,04/05/2023 09:41 am,,Crops Unit Area,PATROL ACTIVITY - Patrol Check,23-04-05-004595,,COMPLETED- NO REPORT
381,04/05/2023 07:58 am,,Crops Science Unit,LARCENY-THEFT - Theft Report,23-04-05-004592,,COMPLETED- NO REPORT
382,04/05/2023 05:47 am,,Spanos Stadium,CAMPUS ADMINISTRATIVE POLICY - CAMPUS ADMINIISTRATIVE POLICY VIOLATION,23-04-05-004579,,SUBJECT(S) ADVISED/WARNED
383,04/05/2023 02:42 am,,Julian A. Mcphee University Union Area,PATROL ACTIVITY - Foot Patrol,23-04-05-004577,,IN SERVICE
384,04/05/2023 02:02 am,,Cerro Vista  Morro,ALARM - Fire Alarm,23-04-05-004576,,False/Mechanical
385,04/05/2023 12:55 am,,Poly Canyon Road,PATROL ACTIVITY - Patrol Check,23-04-05-004575,,IN SERVICE
386,04/05/2023 12:38 am,,Sierra Madre Tower 0,ALARM - Fire Alarm,23-04-05-004574,,False/Cooking related
387,04/05/2023 12:11 am,,Pcv Aliso,ALARM - Fire Alarm,23-04-05-004573,,False/Cooking related
388,04/04/2023 11:32 pm,,Deer Road,PATROL ACTIVITY - Patrol Check,23-04-04-004571,,IN SERVICE
389,04/04/2023 09:43 pm,,Pcv Dover,ALARM - Audible Alarm,23-04-04-004568,,TURNED OVER TO ENGINEERING SVS
390,04/04/2023 09:36 pm,04/04/2023 09:36 pm - 04/04/2023 09:56 pm,Pcv Huasna,MEDICAL - Medical Aid,,230413,Closed
391,04/04/2023 09:36 pm,,Pcv Huasna,MEDICAL - Medical Aid,23-04-04-004567,230413,REPORT TAKEN
392,04/04/2023 09:24 pm,,Agricultural Engineering,CITIZEN ASSIST - Escort,23-04-04-004566,,COMPLETED- NO REPORT
393,04/04/2023 09:05 pm,,Ytt Parking Structure,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-04-04-004565,,COMPLETED- NO REPORT
394,04/04/2023 08:00 pm,,Canyon Circle,VEHICLE - Vehicle Stop,23-04-04-004563,,CLEARED BY CITATION
395,04/04/2023 07:15 pm,,Ytt Parking Structure,PARKING - Parking Violation,23-04-04-004559,,TURNED OVER TO TAPS
